Exercise,Difficulty Level,Target Muscle Group,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment
Single Arm Dumbbell Tall Kneeling Overhead Press,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Dumbbell
Landmine V Grip Tall Kneeling Chest Press,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Landmine
Slider Double Dumbbell Front Rack Lateral Lunge,Novice,Adductors,Adductor Magnus,,,Sliders
Slider Double Dumbbell Suitcase Lateral Lunge,Novice,Adductors,Adductor Magnus,,,Sliders
Slider Double Dumbbell Overhead Lateral Lunge,Intermediate,Adductors,Adductor Magnus,,,Sliders
Double Dumbbell Front Raise,Beginner,Shoulders,Anterior Deltoids,Pectoralis Major,Biceps Brachii,Dumbbell
Double Dumbbell Incline Bench Prone Lateral Raise,Beginner,Shoulders,Posterior Deltoids,,,Dumbbell
Double Plate Incline Bench Prone Y Raise,Novice,Shoulders,Posterior Deltoids,,,Weight Plate
Dumbbell Crush Grip Seated Bicep Curl,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell
Double Dumbbell Incline Bench Prone Hammer Curl,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell
Alternating Double Dumbbell Incline Bench Prone Hammer Curl,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell
Single Arm Dumbbell Incline Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell
Single Arm Dumbbell Decline Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell
Single Arm Kettlebell Overhead Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Overhead Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Front Rack Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Overhead Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Kettlebell Bottoms Up Front Rack Foot Elevated Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Dumbbell Floor Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell
Alternating Double Dumbbell Floor Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell
Double Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Kettlebell Bottoms Up Overhead Foot Elevated Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Kettlebell Front Rack Foot Elevated Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Kettlebell Overhead Low Switch Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Double Kettlebell Overhead Foot Elevated Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Alternating Double Kettlebell Bottoms Up Z Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Single Arm Kettlebell Bottoms Up Front Rack Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Dumbbell Floor Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell
Single Arm Kettlebell Bottoms Up Front Rack Low Switch Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Overhead Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Overhead Low Switch Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Single Arm Kettlebell Pendlay Row,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Kettlebell
Battle Rope Clap,Beginner,Shoulders,Medial Deltoids,Biceps Brachii,Rectus Abdominis,Battle Ropes
Battle Rope Single Leg Standing Clap,Intermediate,Shoulders,Medial Deltoids,Biceps Brachii,Rectus Abdominis,Battle Ropes
Barbell Floor Press,Novice,Chest,Pectoralis Major,Triceps Brachii,Anterior Deltoids,Barbell
Cable Knee Hover Quadruped Fire Hydrant,Advanced,Glutes,Gluteus Maximus,Gluteus Medius,Gluteus Minimus,Cable
Battle Rope Inward Circle,Beginner,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes
Battle Rope Outward Circle,Beginner,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes
Battle Rope Alternating Outward Circle,Novice,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes
Battle Rope Alternating Inward Circle,Novice,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes
Single Arm Dumbbell Half Kneeling Windmill,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Dumbbell
Double Dumbbell Windmill,Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell
Double Kettlebell Tall Kneeling Shrug,Beginner,Trapezius,Upper Trapezius,,,Kettlebell
Double Dumbbell Cyclist Thruster,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Dumbbell
Single Arm Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell
Alternating Double Dumbbell Cyclist Thruster,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Dumbbell
Kettlebell Goblet Alternating Pistol Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell
Kettlebell Goblet Pistol Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell
Kettlebell Horn Grip Alternating Pistol Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell
Single Arm Dumbbell Bent Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Dumbbell
Single Arm Dumbbell Half Kneeling Bent Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Dumbbell
Single Arm Macebell Mill,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell
Single Arm Macebell Reverse Mill,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell
Alternating Single Arm Clubbell Reverse Mill,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell
Macebell Mill,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell
Alternating Double Dumbbell Bent Over Row,Beginner,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Dumbbell
Barbell Reverse Grip Bent Over Row,Novice,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Barbell
Macebell Offset Bent Over Row,Novice,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Macebell
Macebell Single Leg Offset Bent Over Row,Intermediate,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Macebell
Macebell Reverse Grip Offset Bent Over Row,Novice,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Macebell
Alternating Single Arm Kettlebell Pendlay Row,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Kettlebell
Double Kettlebell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,,,Kettlebell
Single Arm Dumbbell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,,,Dumbbell
Single Arm Dumbbell Spider Curl,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell
Double Kettlebell Spider Curl,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Kettlebell
Double Kettlebell Incline Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Single Arm Dumbbell Front Rack Ipsilateral Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Dumbbell Overhead Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Kettlebell Incline Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Alternating Double Kettlebell Incline Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Double Kettlebell Bottoms Up Incline Bench Press,Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Alternating Double Kettlebell Bottoms Up Incline Bench Press,Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Single Arm Kettlebell Bottoms Up Incline Bench Press,Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Alternating Double Kettlebell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,,,Kettlebell
Single Arm Kettlebell Incline Bench Prone Row,Novice,Back,Latissimus Dorsi,,,Kettlebell
Single Arm Dumbbell Overhead Low Switch Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Dumbbell Goblet Foot Elevated Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Clubbell Order Ipsilateral Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Clubbell
Single Arm Clubbell Order Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Clubbell
Single Arm Clubbell Front Flag Hold Ipsilateral Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Clubbell
Single Arm Clubbell Front Flag Hold Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Clubbell
Single Arm Macebell Order Ipsilateral Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Macebell
Single Arm Macebell Order Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Macebell
Single Arm Dummbell Front Rack Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Dumbbell Front Rack Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Kettlebell Spider Curl,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Kettlebell
Single Arm Kettlebell Seated Overhead Press,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Single Arm Kettlebell Bird Dog Row,Intermediate,Back,Latissimus Dorsi,Rectus Abdominis,,Kettlebell
Single Arm Kettlebell Bottoms Up Copenhagen Plank,Intermediate,Adductors,Adductor Magnus,,,Kettlebell
Double Kettlebell Bottoms Up Bench Press,Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Double Kettlebell Bottoms Up Glute Bridge Isometric Bench Press,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Single Arm Kettlebell Bottoms Up Copenhagen Plank Side Raise,Advanced,Adductors,Adductor Magnus,,,Kettlebell
Single Arm Kettlebell Knee Supported Row,Beginner,Back,Latissimus Dorsi,,,Kettlebell
Kettlebell Seated Single Leg Tibialis Raise,Novice,Shins,Tibialis Anterior,,,Kettlebell
Double Kettlebell Seated Calf Raise,Beginner,Calves,Soleus,,,Kettlebell
Double Kettlebell Seated Feet Elevated Calf Raise,Beginner,Calves,Soleus,,,Kettlebell
Alternating Double Dumbbell Thruster,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Dumbbell
Alternating Single Arm Macebell 360,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell
Single Arm Macebell Inside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Single Arm Macebell Outside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Single Arm Macebell Inside Circle to Outside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Macebell Inside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Macebell Outside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Macebell Inside Circle to Outside Circle,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Macebell
Double Kettlebell Seated Overhead Press,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Alternating Double Kettlebell Seated Overhead Press,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Double Kettlebell Bottoms Up Seated Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Alternating Double Kettlebell Bottoms Up Seated Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Single Arm Kettlebell Bottoms Up Seated Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell
Battle Rope Alternating Cossack Squat Alternating Wave,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Biceps Brachii,Battle Ropes
Bodyweight Low Switch Cossack Squat,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Bodyweight
Barbell Zercher Alternating Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Barbell
Barbell Zercher Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Barbell
Barbell Zercher Low Switch Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Barbell
Barbell Zercher Foot Elevated Cossack Squat,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Barbell
Barbell Zombie Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell
Barbell Zombie Split Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell
Heavy Sandbag Bear Hug Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag
Heavy Sandbag Bear Hug Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag
Heavy Sandbag Shoulder Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag
Heavy Sandbag Shoulder Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag
Heavy Sandbag Shoulder Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag
Barbell Zombie Cyclist Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell
Single Arm Suspension Foot Elevated Ipsilateral Cossack Squat,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Suspension Trainer
Single Arm Suspension Ipsilateral Cossack Squat,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Suspension Trainer
Battle Rope Low Switch Cossack Squat Alternating Wave,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Biceps Brachii,Battle Ropes
Plate Overhead Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Weight Plate
Plate Overhead Alternating Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Weight Plate
Plate Overhead Low Switch Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Weight Plate
Plate Overhead Foot Elevated Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Weight Plate
Bulgarian Bag Back Rack Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Bulgarian Bag
Bulgarian Bag Back Rack Alternating Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Bulgarian Bag
Bulgarian Bag Back Rack Low Switch Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Bulgarian Bag
Bulgarian Bag Back Rack Foot Elevated Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Bulgarian Bag
Sandbag Front Rack Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Sandbag
Sandbag Front Rack Alternating Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Sandbag
Sandbag Front Rack Low Switch Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Sandbag
Sandbag Front Rack Foot Elevated Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Sandbag
Bulgarian Bag Back Rack Bulgarian Split Squat,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bulgarian Bag
Plate Dead Bug,Novice,Abdominals,Rectus Abdominis,,,Weight Plate
Sandbag Front Rack Bulgarian Split Squat,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sandbag
Sandbag Back Rack Bulgarian Split Squat,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sandbag
Plate Russian Twist,Novice,Abdominals,Obliques,Rectus Abdominis,,Weight Plate
Plate Feet Elevated Russian Twist,Novice,Abdominals,Obliques,Rectus Abdominis,,Weight Plate
Bodyweight Feet Elevated Russian Twist,Novice,Abdominals,Obliques,Rectus Abdominis,,Bodyweight
Bodyweight Russian Twist,Beginner,Abdominals,Obliques,Rectus Abdominis,,Bodyweight
Landmine Russian Twist,Novice,Abdominals,Obliques,Rectus Abdominis,,Landmine
Bodyweight Alternating Hawaiian Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bodyweight
Bodyweight Hawaiian Squat,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bodyweight
Suspension Hawaiian Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Suspension Trainer
Bodyweight Hand Assisted Hawaiian Squat,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bodyweight
Double Kettlebell Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Alternating Single Arm Dumbbell Pendlay Row,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell
Double Dumbbell Tall Kneeling Shrug,Beginner,Trapezius,Upper Trapezius,,,Dumbbell
Single Arm Kettlebell Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
Macebell Offset Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Macebell
Macebell Offset Thruster,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Macebell
Single Arm Dummbell Overhead Foot Elevated Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Single Arm Dummbell Overhead Foot Elevated Ipsilateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Dumbbell
Alternating Double Kettlebell Bench Press,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell
